year,week,team,player,position,injury
2016,3,Cleveland Browns,Carl Nassib,LB,Hand
2016,3,Cleveland Browns,Stephen Paea,DT,Elbow
2016,3,Cleveland Browns,Danny Shelton,DT,Knee
2016,3,Cleveland Browns,Randall Telfer,TE,Neck
2016,3,Dallas Cowboys,Jack Crawford,DT,Shoulder
2016,3,Dallas Cowboys,Doug Free,OT,Quadricep
2016,3,Dallas Cowboys,Mark Nzeocha,LB,Achilles
2016,3,Dallas Cowboys,Tony Romo,QB,Back
2016,3,Dallas Cowboys,Orlando Scandrick,DB,Multiple
2016,3,Dallas Cowboys,Tyron Smith,OT,Back
2016,3,Dallas Cowboys,Charles Tapper,DE,Back
2016,3,Denver Broncos,C.J. Anderson,RB,Rib
2016,3,Denver Broncos,James Ferentz,C,Knee
2016,3,Denver Broncos,Bennie Fowler,WR,Elbow
2016,3,Denver Broncos,Virgil Green,TE,Calf
2016,3,Denver Broncos,Jeff Heuerman,TE,Ankle
2016,3,Denver Broncos,Corey Nelson,LB,Ankle
2016,3,Denver Broncos,Ty Sambrailo,OT,Multiple
2016,3,Denver Broncos,Justin Simmons,DB,Hand
2016,3,Denver Broncos,Donald Stephenson,OT,Calf
2016,3,Denver Broncos,Demaryius Thomas,WR,Hip
2016,3,Denver Broncos,Demarcus Ware,LB,Forearm
2016,3,Denver Broncos,Dekoda Watson,LB,Elbow
2016,3,Denver Broncos,Billy Winn,DE,Back
2016,3,Detroit Lions,Ezekiel Ansah,DE,Ankle
2016,3,Detroit Lions,Adairius Barnes,DB,Ankle
2016,3,Detroit Lions,Eric Ebron,TE,Back
2016,3,Detroit Lions,Wallace Gilberry,DE,Abdomen
2016,3,Detroit Lions,DeAndre Levy,LB,Quadricep
2016,3,Detroit Lions,Riley Reiff,OT,Ankle
2016,3,Detroit Lions,Devin Taylor,LB,Ankle
2016,3,Detroit Lions,Kyle Van Noy,LB,Calf
2016,3,Detroit Lions,Tyrunn Walker,DT,Calf
2016,3,Detroit Lions,Larry Warford,OG,Illness
2016,3,Detroit Lions,Cole Wick,TE,Shoulder
2016,3,Detroit Lions,Antwione Williams,LB,Hamstring
2016,3,Green Bay Packers,Chris Banjo,DB,Hamstring
2016,3,Green Bay Packers,Morgan Burnett,DB,Groin
2016,3,Green Bay Packers,Jayrone Elliott,LB,Hamstring
2016,3,Green Bay Packers,Letroy Guion,DT,Knee
2016,3,Green Bay Packers,Josh Hawkins,DB,Hamstring
2016,3,Green Bay Packers,Micah Hyde,DB,Ankle
2016,3,Green Bay Packers,Jeff Janis,WR,Hand
2016,3,Green Bay Packers,Datone Jones,DE,Knee
2016,3,Green Bay Packers,T.J. Lang,OG,Hip
2016,3,Green Bay Packers,Clay Matthews,LB,Multiple
2016,3,Green Bay Packers,Sam Shields,DB,Concussion
2016,3,Houston Texans,Jeff Allen,OG,Calf
2016,3,Houston Texans,A.J. Bouye,DB,Shoulder
2016,3,Houston Texans,Duane Brown,OT,Knee
2016,3,Houston Texans,Chris Clark,OT,Multiple
2016,3,Houston Texans,Jadeveon Clowney,DE,Foot
2016,3,Houston Texans,Christian Covington,DT,Groin
2016,3,Houston Texans,Brian Cushing,LB,Knee
2016,3,Houston Texans,Kevin Johnson,DB,Thumb
2016,3,Houston Texans,Shane Lechler,P,Back
2016,3,Houston Texans,Braxton Miller,WR,Hamstring
2016,3,Houston Texans,Derek Newton,OT,Knee
2016,3,Houston Texans,Brock Osweiler,QB,Back
2016,3,Houston Texans,Jay Prosch,RB,Back
2016,3,Houston Texans,John Simon,DE,Wrist
2016,3,Houston Texans,J.J. Watt,DE,Back
2016,3,Indianapolis Colts,Henry Anderson,DE,Knee
2016,3,Indianapolis Colts,Darius Butler,DB,Hamstring
2016,3,Indianapolis Colts,Trent Cole,DE,Back
2016,3,Indianapolis Colts,Antonio Cromartie,DB,Rib
2016,3,Indianapolis Colts,Vontae Davis,DB,Ankle
2016,3,Indianapolis Colts,Clayton Geathers,DB,Foot
2016,3,Indianapolis Colts,Denzelle Good,OG,Back
2016,3,Indianapolis Colts,T.J. Green,DB,Knee
2016,3,Indianapolis Colts,T.Y. Hilton,WR,Knee
2016,3,Indianapolis Colts,Ryan Kelly,C,Shoulder
2016,3,Indianapolis Colts,Kendall Langford,DE,Abdomen
2016,3,Indianapolis Colts,Andrew Luck,QB,Shoulder
2016,3,Indianapolis Colts,Donte Moncrief,WR,Shoulder
2016,3,Indianapolis Colts,Joe Reitz,OG,Neck
2016,3,Indianapolis Colts,Patrick Robinson,DB,Concussion
2016,3,Jacksonville Jaguars,Prince Amukamara,DB,Hamstring
2016,3,Jacksonville Jaguars,Kelvin Beachum,OT,Concussion
2016,3,Jacksonville Jaguars,Johnathan Cyprien,DB,Multiple
2016,3,Jacksonville Jaguars,Tashaun Gipson,DB,Hamstring
2016,3,Jacksonville Jaguars,Davon House,DB,Hamstring
2016,3,Jacksonville Jaguars,Ben Koyack,TE,Knee
2016,3,Jacksonville Jaguars,Brandon Linder,C,Knee
2016,3,Jacksonville Jaguars,Jared Odrick,DE,Tricep
2016,3,Jacksonville Jaguars,Jermey Parnell,OT,Groin
2016,3,Jacksonville Jaguars,Allen Robinson,WR,Illness
2016,3,Kansas City Chiefs,Sam Barrington,LB,Hamstring
2016,3,Kansas City Chiefs,Eric Berry,DB,Knee
2016,3,Kansas City Chiefs,Jamaal Charles,RB,Knee
2016,3,Kansas City Chiefs,Laurent Duvernay-Tardif,OG,Ankle
2016,3,Kansas City Chiefs,Parker Ehinger,OG,Multiple
2016,3,Kansas City Chiefs,Phillip Gaines,DB,Knee
2016,3,Kansas City Chiefs,Tamba Hali,LB,Knee
2016,3,Kansas City Chiefs,Jah Reid,OT,Multiple
2016,3,Los Angeles Rams,Maurice Alexander,DB,Thigh
2016,3,Los Angeles Rams,Pharoh Cooper,WR,Shoulder
2016,3,Los Angeles Rams,Benny Cunningham,RB,Knee
2016,3,Los Angeles Rams,E.J. Gaines,DB,Thigh
2016,3,Los Angeles Rams,Lamarcus Joyner,DB,Toe
2016,3,Los Angeles Rams,Nelson Spruce,WR,Knee
2016,3,Miami Dolphins,Arian Foster,RB,Groin
2016,3,Miami Dolphins,Xavien Howard,DB,Knee
2016,3,Miami Dolphins,Jelani Jenkins,LB,Knee
2016,3,Miami Dolphins,Jason Jones,DE,Ankle
2016,3,Miami Dolphins,Koa Misi,LB,Shoulder
2016,3,Miami Dolphins,DeVante Parker,WR,Hamstring
2016,3,Miami Dolphins,Spencer Paysinger,LB,Neck
2016,3,Miami Dolphins,Mike Pouncey,C,Hip
2016,3,Minnesota Vikings,Stefon Diggs,WR,Groin
2016,3,Minnesota Vikings,Sharrif Floyd,DT,Knee
2016,3,Minnesota Vikings,Danielle Hunter,DE,Knee
2016,3,Minnesota Vikings,Eric Kendricks,LB,Ankle
2016,3,Minnesota Vikings,Zach Line,RB,Neck
2016,3,Minnesota Vikings,Jerick McKinnon,RB,Toe
2016,3,Minnesota Vikings,Adrian Peterson,RB,Knee
2016,3,Minnesota Vikings,MyCole Pruitt,TE,Knee
2016,3,Minnesota Vikings,Xavier Rhodes,DB,Knee
2016,3,Minnesota Vikings,Kyle Rudolph,TE,Groin
2016,3,New England Patriots,Jonathan Cooper,OG,Foot
2016,3,New England Patriots,Trey Flowers,DE,Shoulder
2016,3,New England Patriots,Jonathan Freeny,LB,Shoulder
2016,3,New England Patriots,Jimmy Garoppolo,QB,Shoulder
2016,3,New England Patriots,Rob Gronkowski,TE,Hamstring
2016,3,New England Patriots,Dont'a Hightower,LB,Knee
2016,3,New England Patriots,Eric Rowe,DB,Ankle
2016,3,New Orleans Saints,Terron Armstead,OT,Knee
2016,3,New Orleans Saints,Delvin Breaux,DB,Fibula
2016,3,New Orleans Saints,Tyeler Davison,DT,Multiple
2016,3,New Orleans Saints,Dannell Ellerbe,LB,Quadricep
2016,3,New Orleans Saints,Josh Hill,TE,Ankle
2016,3,New Orleans Saints,Cameron Jordan,DE,Knee
2016,3,New Orleans Saints,Willie Snead,WR,Toe
2016,3,New Orleans Saints,Kenny Vaccaro,DB,Ankle
2016,3,New York Giants,Rashad Jennings,RB,Thumb
2016,3,New York Giants,Marshall Newhouse,OT,Calf
2016,3,New York Giants,Robert Thomas,DT,Illness
2016,3,New York Giants,Darian Thompson,DB,Foot
2016,3,New York Giants,Olivier Vernon,DE,Wrist
2016,3,New York Jets,James Carpenter,OG,Calf
2016,3,New York Jets,Bruce Carter,LB,Shoulder
2016,3,New York Jets,Eric Decker,WR,Shoulder
2016,3,New York Jets,Quincy Enunwa,WR,Rib
2016,3,New York Jets,Matt Forte,RB,Knee
2016,3,New York Jets,David Harris,LB,Shoulder
2016,3,New York Jets,Erin Henderson,LB,Foot
2016,3,New York Jets,Jordan Jenkins,LB,Calf
2016,3,New York Jets,Brandon Marshall,WR,Multiple
2016,3,New York Jets,Bryce Petty,QB,Shoulder
2016,3,New York Jets,Darryl Roberts,DB,Foot
2016,3,New York Jets,Muhammad Wilkerson,DE,Ankle
2016,3,New York Jets,Brian Winters,OG,Hand
2016,3,Oakland Raiders,David Amerson,DB,Concussion
2016,3,Oakland Raiders,Austin Howard,OT,Ankle
2016,3,Oakland Raiders,Rodney Hudson,C,Knee
2016,3,Oakland Raiders,Gabe Jackson,OG,Knee
2016,3,Oakland Raiders,Taiwan Jones,RB,Knee
2016,3,Oakland Raiders,Darius Latham,DT,Concussion
2016,3,Oakland Raiders,Matt McCants,OT,Knee
2016,3,Oakland Raiders,Jihad Ward,DE,Hip
2016,3,Oakland Raiders,Menelik Watson,OT,Groin
2016,3,Philadelphia Eagles,Vinny Curry,DE,Knee
2016,3,Philadelphia Eagles,Zach Ertz,TE,Rib
2016,3,Philadelphia Eagles,Malcolm Jenkins,DB,Foot
2016,3,Philadelphia Eagles,Mychal Kendricks,LB,Multiple
2016,3,Philadelphia Eagles,Chris Maragos,DB,Elbow
2016,3,Philadelphia Eagles,Leodis McKelvin,DB,Hamstring
2016,3,Philadelphia Eagles,Isaac Seumalo,OG,Pectoral
2016,3,Philadelphia Eagles,Jaylen Watkins,DB,Knee
2016,3,Pittsburgh Steelers,Ramon Foster,OG,Elbow
2016,3,Pittsburgh Steelers,Senquez Golson,DB,Foot
2016,3,Pittsburgh Steelers,Cameron Heyward,DT,Knee
2016,3,Pittsburgh Steelers,Landry Jones,QB,Back
2016,3,Pittsburgh Steelers,Roosevelt Nix,RB,Back
2016,3,Pittsburgh Steelers,Cody Wallace,C,Knee
2016,3,Pittsburgh Steelers,Markus Wheaton,WR,Shoulder
2016,3,San Diego Chargers,Jahleel Addae,DB,Other
2016,3,San Diego Chargers,Joey Bosa,DE,Hamstring
2016,3,San Diego Chargers,King Dunlap,OT,Illness
2016,3,San Diego Chargers,Orlando Franklin,OT,Hamstring
2016,3,San Diego Chargers,Antonio Gates,TE,Hamstring
2016,3,San Diego Chargers,Tyrell Williams,WR,Shoulder
2016,3,San Francisco 49ers,Arik Armstead,DE,Shoulder
2016,3,San Francisco 49ers,Nick Bellore,RB,Knee
2016,3,San Francisco 49ers,Marcus Cromartie,DB,Ankle
2016,3,San Francisco 49ers,Anthony Davis,OT,Concussion
2016,3,San Francisco 49ers,Quinton Dial,DT,Knee
2016,3,San Francisco 49ers,Glenn Dorsey,DE,Knee
2016,3,San Francisco 49ers,Mike Purcell,DT,Ankle
2016,3,San Francisco 49ers,Keith Reaser,DB,Ankle
2016,3,San Francisco 49ers,Jaquiski Tartt,DB,Knee
2016,3,San Francisco 49ers,Andrew Tiller,OG,Ankle
2016,3,Seattle Seahawks,Cliff Avril,DE,Hamstring
2016,3,Seattle Seahawks,Doug Baldwin,WR,Knee
2016,3,Seattle Seahawks,Jimmy Graham,TE,Knee
2016,3,Seattle Seahawks,Germain Ifedi,OT,Ankle
2016,3,Seattle Seahawks,Tyler Lockett,WR,Knee
2016,3,Seattle Seahawks,C.J. Prosise,RB,Wrist
2016,3,Seattle Seahawks,Thomas Rawls,RB,Shin
2016,3,Seattle Seahawks,Nick Vannett,TE,Ankle
2016,3,Seattle Seahawks,Russell Wilson,QB,Ankle
2016,3,Tampa Bay Buccaneers,Robert Ayers,DE,Ankle
2016,3,Tampa Bay Buccaneers,Devante Bond,LB,Hamstring
2016,3,Tampa Bay Buccaneers,Lavonte David,LB,Shoulder
2016,3,Tampa Bay Buccaneers,Doug Martin,RB,Hamstring
2016,3,Tampa Bay Buccaneers,Cecil Shorts,WR,Hamstring
2016,3,Tampa Bay Buccaneers,Donovan Smith,OT,Hip
2016,3,Tampa Bay Buccaneers,Ryan Smith,DB,Hand
2016,3,Tampa Bay Buccaneers,Luke Stocker,TE,Ankle
2016,3,Tennessee Titans,Valentino Blake,DB,Chest
2016,3,Tennessee Titans,Brice McCain,DB,Knee
2016,3,Tennessee Titans,Derrick Morgan,LB,Hamstring
2016,3,Tennessee Titans,Phillip Supernaw,TE,Back
2016,3,Tennessee Titans,Delanie Walker,TE,Hamstring
2016,3,Tennessee Titans,Chance Warmack,OG,Finger
2016,3,Tennessee Titans,Kendall Wright,WR,Hamstring
2016,3,Washington Redskins,Chris Baker,DE,Multiple
2016,3,Washington Redskins,Su'a Cravens,DB,Hip
2016,3,Washington Redskins,Josh Doctson,WR,Achilles
2016,3,Washington Redskins,Deshazor Everett,DB,Knee
2016,3,Washington Redskins,DeSean Jackson,WR,Multiple
2016,3,Washington Redskins,Matt Jones,RB,Shoulder
2016,3,Washington Redskins,Kory Lichtensteiger,OG,Back
2016,3,Washington Redskins,Ty Nsekhe,OT,Foot
2016,3,Washington Redskins,Kendall Reyes,DE,Groin
2016,3,Washington Redskins,Preston Smith,LB,Ankle
2016,3,Washington Redskins,Martrell Spaight,LB,Concussion
2016,3,Washington Redskins,Trent Williams,OT,Knee
2016,4,Arizona Cardinals,Justin Bethel,DB,Foot
2016,4,Arizona Cardinals,Tyvon Branch,DB,Groin
2016,4,Arizona Cardinals,Drew Butler,P,Calf
2016,4,Arizona Cardinals,Darren Fells,TE,Back
2016,4,Arizona Cardinals,Larry Fitzgerald,WR,Knee
2016,4,Arizona Cardinals,Michael Floyd,WR,Concussion
2016,4,Arizona Cardinals,Markus Golden,LB,Shoulder
2016,4,Arizona Cardinals,Kareem Martin,LB,Knee
2016,4,Arizona Cardinals,Evan Mathis,OG,Toe
2016,4,Arizona Cardinals,Tyrann Mathieu,DB,Knee
2016,4,Arizona Cardinals,Robert Nkemdiche,DT,Ankle
2016,4,Arizona Cardinals,Frostee Rucker,DE,Knee
2016,4,Atlanta Falcons,De'Vondre Campbell,LB,Ankle
2016,4,Atlanta Falcons,Tevin Coleman,RB,Ankle
2016,4,Atlanta Falcons,Devonta Freeman,RB,Illness
2016,4,Atlanta Falcons,Taylor Gabriel,WR,Hamstring
2016,4,Atlanta Falcons,Justin Hardy,WR,Shoulder
2016,4,Atlanta Falcons,Julio Jones,WR,Calf
2016,4,Atlanta Falcons,Brooks Reed,LB,Shoulder
2016,4,Atlanta Falcons,Matt Ryan,QB,Thumb
2016,4,Atlanta Falcons,Mohamed Sanu,WR,Shoulder
2016,4,Atlanta Falcons,Paul Worrilow,LB,Groin
2016,4,Baltimore Ravens,Kamar Aiken,WR,Thigh
2016,4,Baltimore Ravens,Kenneth Dixon,RB,Knee
2016,4,Baltimore Ravens,Elvis Dumervil,DE,Foot
2016,4,Baltimore Ravens,Devin Hester,WR,Thigh
2016,4,Baltimore Ravens,Timmy Jernigan,DT,Knee
2016,4,Baltimore Ravens,Alex Lewis,OG,Concussion
2016,4,Baltimore Ravens,Sheldon Price,DB,Thigh
2016,4,Baltimore Ravens,Ronnie Stanley,OT,Foot
2016,4,Baltimore Ravens,John Urschel,C,Shoulder
2016,4,Buffalo Bills,Colt Anderson,DB,Foot
2016,4,Buffalo Bills,Charles Clay,TE,Knee
2016,4,Buffalo Bills,Ronald Darby,DB,Hamstring
2016,4,Buffalo Bills,Cordy Glenn,OT,Ankle
2016,4,Buffalo Bills,Cardale Jones,QB,Shoulder
2016,4,Buffalo Bills,Cyrus Kouandjio,OT,Ankle
2016,4,Buffalo Bills,Patrick Lewis,C,Knee
2016,4,Buffalo Bills,Jonathan Meeks,DB,Foot
2016,4,Buffalo Bills,Greg Salas,WR,Groin
2016,4,Buffalo Bills,Sammy Watkins,WR,Foot
2016,4,Buffalo Bills,Aaron Williams,DB,Ankle
2016,4,Carolina Panthers,Vernon Butler,DT,Ankle
2016,4,Carolina Panthers,Jeremy Cash,LB,Hamstring
2016,4,Carolina Panthers,Charles Johnson,DE,Quadricep
2016,4,Carolina Panthers,David Mayo,LB,Knee
2016,4,Carolina Panthers,Michael Oher,OT,Concussion
2016,4,Carolina Panthers,Jonathan Stewart,RB,Hamstring
2016,4,Chicago Bears,Jonathan Bullard,DE,Toe
2016,4,Chicago Bears,Ka'Deem Carey,RB,Hamstring
2016,4,Chicago Bears,Jay Cutler,QB,Thumb
2016,4,Chicago Bears,Jerrell Freeman,LB,Rib
2016,4,Chicago Bears,Eddie Goldman,DT,Ankle
2016,4,Chicago Bears,Alshon Jeffery,WR,Hamstring
2016,4,Chicago Bears,Harold Jones-Quartey,DB,Concussion
2016,4,Chicago Bears,Jeremy Langford,RB,Ankle
2016,4,Chicago Bears,Kyle Long,OG,Shoulder
2016,4,Chicago Bears,Sherrick McManis,DB,Hamstring
2016,4,Chicago Bears,Tracy Porter,DB,Knee
2016,4,Chicago Bears,Josh Sitton,OG,Shoulder
2016,4,Chicago Bears,Danny Trevathan,LB,Thumb
2016,4,Chicago Bears,Mitch Unrein,DE,Knee
2016,4,Chicago Bears,Willie Young,DE,Knee
2016,4,Cincinnati Bengals,Tyler Eifert,TE,Ankle
2016,4,Cincinnati Bengals,George Iloka,DB,Shoulder
2016,4,Cincinnati Bengals,Dre Kirkpatrick,DB,Hamstring
2016,4,Cincinnati Bengals,Mike Nugent,K,Shoulder
2016,4,Cincinnati Bengals,Pat Sims,DT,Achilles
2016,4,Cincinnati Bengals,Derron Smith,DB,Chest
2016,4,Cincinnati Bengals,Shawn Williams,DB,Knee
2016,4,Cincinnati Bengals,James Wright,WR,Knee
2016,4,Cleveland Browns,Ibraheim Campbell,DB,Hamstring
2016,4,Cleveland Browns,Corey Coleman,WR,Hand
2016,4,Cleveland Browns,Isaiah Crowell,RB,Knee
2016,4,Cleveland Browns,Seth Devalve,TE,Knee
2016,4,Cleveland Browns,Cameron Erving,OT,Multiple
2016,4,Cleveland Browns,Joe Haden,DB,Groin
2016,4,Cleveland Browns,Malcolm Johnson,RB,Neck
2016,4,Cleveland Browns,Cody Kessler,QB,Thigh
2016,4,Cleveland Browns,Josh McCown,QB,Shoulder
2016,4,Cleveland Browns,Carl Nassib,LB,Hand
2016,4,Cleveland Browns,Nate Orchard,LB,Ankle
2016,4,Cleveland Browns,Stephen Paea,DT,Back
2016,4,Cleveland Browns,Danny Shelton,DT,Chest
2016,4,Cleveland Browns,Tramon Williams,DB,Shoulder
2016,4,Dallas Cowboys,Dez Bryant,WR,Knee
2016,4,Dallas Cowboys,La'el Collins,OT,Toe
2016,4,Dallas Cowboys,Jack Crawford,DT,Shoulder
2016,4,Dallas Cowboys,Doug Free,OT,Quadricep
2016,4,Dallas Cowboys,Andrew Gachkar,LB,Neck
2016,4,Dallas Cowboys,Jeff Heath,DB,Knee
2016,4,Dallas Cowboys,Mark Nzeocha,LB,Achilles
2016,4,Dallas Cowboys,Tony Romo,QB,Back
2016,4,Dallas Cowboys,Orlando Scandrick,DB,Multiple
2016,4,Dallas Cowboys,Tyron Smith,OT,Back
2016,4,Denver Broncos,James Ferentz,C,Knee
2016,4,Denver Broncos,Bennie Fowler,WR,Elbow
2016,4,Denver Broncos,Virgil Green,TE,Calf
2016,4,Denver Broncos,Shiloh Keo,DB,Knee
2016,4,Denver Broncos,Corey Nelson,LB,Ankle
2016,4,Denver Broncos,Justin Simmons,DB,Hand
2016,4,Denver Broncos,Donald Stephenson,OT,Calf
2016,4,Denver Broncos,T.J. Ward,DB,Neck
2016,4,Denver Broncos,Demarcus Ware,LB,Forearm
2016,4,Denver Broncos,Dekoda Watson,LB,Elbow
2016,4,Denver Broncos,Billy Winn,DE,Back
2016,4,Detroit Lions,Ezekiel Ansah,DE,Ankle
2016,4,Detroit Lions,Adairius Barnes,DB,Ankle
2016,4,Detroit Lions,Eric Ebron,TE,Ankle
2016,4,Detroit Lions,Wallace Gilberry,DE,Abdomen
2016,4,Detroit Lions,Marvin Jones,WR,Hamstring
2016,4,Detroit Lions,DeAndre Levy,LB,Quadricep
2016,4,Detroit Lions,Riley Reiff,OT,Ankle
2016,4,Detroit Lions,Devin Taylor,LB,Ankle
2016,4,Detroit Lions,Antwione Williams,LB,Hamstring
2016,4,Detroit Lions,Tavon Wilson,DB,Neck
2016,4,Houston Texans,Jeff Allen,OG,Knee
2016,4,Houston Texans,Stephen Anderson,TE,Hamstring
2016,4,Houston Texans,Duane Brown,OT,Knee
2016,4,Houston Texans,Christian Covington,DT,Wrist
2016,4,Houston Texans,Brian Cushing,LB,Knee
2016,4,Houston Texans,Quintin Demps,DB,Hamstring
2016,4,Houston Texans,Jonathan Grimes,RB,Ankle
2016,4,Houston Texans,Kareem Jackson,DB,Neck
2016,4,Houston Texans,Braxton Miller,WR,Hamstring
2016,4,Houston Texans,Derek Newton,OT,Knee
2016,4,Houston Texans,Brennan Scarlett,LB,Wrist
2016,4,Houston Texans,John Simon,DE,Wrist
2016,4,Indianapolis Colts,Darius Butler,DB,Hamstring
2016,4,Indianapolis Colts,Phillip Dorsett,WR,Ankle
2016,4,Indianapolis Colts,Denzelle Good,OG,Back
2016,4,Indianapolis Colts,Jonotthan Harrison,C,Illness
2016,4,Indianapolis Colts,T.Y. Hilton,WR,Knee
2016,4,Indianapolis Colts,Andrew Luck,QB,Shoulder
2016,4,Indianapolis Colts,Donte Moncrief,WR,Shoulder
2016,4,Indianapolis Colts,Joe Reitz,OG,Back
2016,4,Indianapolis Colts,Patrick Robinson,DB,Concussion
2016,4,Jacksonville Jaguars,Prince Amukamara,DB,Hamstring
2016,4,Jacksonville Jaguars,Kelvin Beachum,OT,Concussion
2016,4,Jacksonville Jaguars,Dante Fowler Jr.,LB,Shoulder
2016,4,Jacksonville Jaguars,Chris Ivory,RB,Multiple
2016,4,Jacksonville Jaguars,Malik Jackson,DT,Quadricep
2016,4,Jacksonville Jaguars,Ben Koyack,TE,Knee
2016,4,Jacksonville Jaguars,Brandon Linder,C,Knee
2016,4,Jacksonville Jaguars,Jared Odrick,DE,Tricep
2016,4,Jacksonville Jaguars,Hayes Pullard,LB,Ankle
2016,4,Jacksonville Jaguars,Dan Skuta,LB,Hip
2016,4,Jacksonville Jaguars,Julius Thomas,TE,Elbow
2016,4,Kansas City Chiefs,Sam Barrington,LB,Hamstring
2016,4,Kansas City Chiefs,Jamaal Charles,RB,Knee
2016,4,Kansas City Chiefs,Laurent Duvernay-Tardif,OG,Ankle
2016,4,Kansas City Chiefs,Parker Ehinger,OG,Concussion
2016,4,Kansas City Chiefs,Phillip Gaines,DB,Knee
2016,4,Kansas City Chiefs,Tamba Hali,LB,Multiple
2016,4,Kansas City Chiefs,Marcus Peters,DB,Illness
2016,4,Kansas City Chiefs,Jah Reid,OT,Multiple
2016,4,Kansas City Chiefs,Charcandrick West,RB,Ankle
2016,4,Los Angeles Rams,Tavon Austin,WR,Shoulder
2016,4,Los Angeles Rams,Kenny Britt,WR,Thigh
2016,4,Los Angeles Rams,Pharoh Cooper,WR,Shoulder
2016,4,Los Angeles Rams,Dominique Easley,DE,Illness
2016,4,Los Angeles Rams,E.J. Gaines,DB,Thigh
2016,4,Los Angeles Rams,William Hayes,DE,Ankle
2016,4,Los Angeles Rams,Lamarcus Joyner,DB,Toe
2016,4,Los Angeles Rams,Nelson Spruce,WR,Knee
2016,4,Miami Dolphins,Branden Albert,OT,Ankle
2016,4,Miami Dolphins,Kiko Alonso,LB,Hamstring
2016,4,Miami Dolphins,Jordan Cameron,TE,Concussion
2016,4,Miami Dolphins,Arian Foster,RB,Hamstring
2016,4,Miami Dolphins,Xavien Howard,DB,Quadricep
2016,4,Miami Dolphins,Jelani Jenkins,LB,Groin
2016,4,Miami Dolphins,Jason Jones,DE,Ankle
2016,4,Miami Dolphins,Reshad Jones,DB,Knee
2016,4,Miami Dolphins,Jarvis Landry,WR,Shoulder
2016,4,Miami Dolphins,Koa Misi,LB,Neck
2016,4,Miami Dolphins,DeVante Parker,WR,Hamstring
2016,4,Miami Dolphins,Spencer Paysinger,LB,Neck
2016,4,Miami Dolphins,Mike Pouncey,C,Hip
2016,4,Miami Dolphins,Dion Sims,TE,Ankle
2016,4,Miami Dolphins,Anthony Steen,C,Ankle
2016,4,Minnesota Vikings,Anthony Barr,LB,Wrist
2016,4,Minnesota Vikings,Alex Boone,OG,Hip
2016,4,Minnesota Vikings,Stefon Diggs,WR,Groin
2016,4,Minnesota Vikings,Sharrif Floyd,DT,Knee
2016,4,Minnesota Vikings,Jayron Kearse,DB,Other
2016,4,Minnesota Vikings,Zach Line,RB,Knee
2016,4,Minnesota Vikings,Jerick McKinnon,RB,Toe
2016,4,Minnesota Vikings,David Morgan,TE,Knee
2016,4,Minnesota Vikings,MyCole Pruitt,TE,Knee
2016,4,Minnesota Vikings,Xavier Rhodes,DB,Knee
2016,4,New England Patriots,Jacoby Brissett,QB,Thumb
2016,4,New England Patriots,Marcus Cannon,OT,Calf
2016,4,New England Patriots,Jonathan Cooper,OG,Foot
2016,4,New England Patriots,Jonathan Freeny,LB,Shoulder
2016,4,New England Patriots,Jimmy Garoppolo,QB,Shoulder
2016,4,New England Patriots,Rob Gronkowski,TE,Hamstring
2016,4,New England Patriots,Dont'a Hightower,LB,Knee
2016,4,New England Patriots,Eric Rowe,DB,Ankle
2016,4,New Orleans Saints,Terron Armstead,OT,Knee
2016,4,New Orleans Saints,Delvin Breaux,DB,Fibula
2016,4,New Orleans Saints,Tyeler Davison,DT,Multiple
2016,4,New Orleans Saints,Dannell Ellerbe,LB,Quadricep
2016,4,New Orleans Saints,Josh Hill,TE,Ankle
2016,4,New Orleans Saints,Senio Kelemete,OG,Hamstring
2016,4,New Orleans Saints,James Laurinaitis,LB,Quadricep
2016,4,New Orleans Saints,Willie Snead,WR,Toe
2016,4,New Orleans Saints,Kenny Vaccaro,DB,Ankle
2016,4,New York Giants,Eli Apple,DB,Hamstring
2016,4,New York Giants,Nat Berhe,DB,Concussion
2016,4,New York Giants,Rashad Jennings,RB,Thumb
2016,4,New York Giants,Marshall Newhouse,OT,Calf
2016,4,New York Giants,Dominique Rodgers-Cromartie,DB,Groin
2016,4,New York Giants,Robert Thomas,DT,Illness
2016,4,New York Giants,Darian Thompson,DB,Foot
2016,4,New York Giants,Olivier Vernon,DE,Wrist
2016,4,New York Jets,Bruce Carter,LB,Ankle
2016,4,New York Jets,Ryan Clady,OT,Shoulder
2016,4,New York Jets,Eric Decker,WR,Shoulder
2016,4,New York Jets,Matt Forte,RB,Knee
2016,4,New York Jets,David Harris,LB,Shoulder
2016,4,New York Jets,Erin Henderson,LB,Foot
2016,4,New York Jets,Brandon Marshall,WR,Multiple
2016,4,New York Jets,Jalin Marshall,WR,Shoulder
2016,4,New York Jets,Bryce Petty,QB,Shoulder
2016,4,New York Jets,Calvin Pryor,DB,Wrist
2016,4,New York Jets,Darrelle Revis,DB,Ankle
2016,4,New York Jets,Lawrence Thomas,RB,Shoulder
2016,4,New York Jets,Muhammad Wilkerson,DE,Ankle
2016,4,Oakland Raiders,Nate Allen,DB,Quadricep
2016,4,Oakland Raiders,Austin Howard,OT,Ankle
2016,4,Oakland Raiders,Rodney Hudson,C,Knee
2016,4,Oakland Raiders,Taiwan Jones,RB,Knee
2016,4,Oakland Raiders,Matt McCants,OT,Knee
